itemset,count,support,k
"('can', 'down')",533,0.024272507855548978,2
"('perhaps', 'that')",533,0.024272507855548978,2
"('fresh', 'to')",533,0.024272507855548978,2
"('chance', 'in')",533,0.024272507855548978,2
"('have', 'loved')",533,0.024272507855548978,2
"('exercise', 'what')",533,0.024272507855548978,2
"('health', 'will')",533,0.024272507855548978,2
"('People', 'a')",532,0.024226968441185846,2
"('energy', 'into')",532,0.024226968441185846,2
"('social', 'with')",532,0.024226968441185846,2
"('bit', 'may')",532,0.024226968441185846,2
"(""Don't"", 'about')",532,0.024226968441185846,2
"('get', 'something')",532,0.024226968441185846,2
"('in', 'open')",532,0.024226968441185846,2
"('real', 'the')",532,0.024226968441185846,2
"('get', 'them')",532,0.024226968441185846,2
"('have', 'opportunity')",532,0.024226968441185846,2
"('days', 'in')",532,0.024226968441185846,2
"('but', 'own')",532,0.024226968441185846,2
"(""Today's"", 'for')",532,0.024226968441185846,2
"('heart', 'or')",532,0.024226968441185846,2
"('are', 'special')",532,0.024226968441185846,2
"('social', 'year')",532,0.024226968441185846,2
"('this', ""won't"")",531,0.024181429026822715,2
"('is', 'while')",531,0.024181429026822715,2
"('for', 'loved')",531,0.024181429026822715,2
"('opportunities', 'the')",531,0.024181429026822715,2
"('more', 'very')",531,0.024181429026822715,2
"('long', 'time')",531,0.024181429026822715,2
"('an', 'things')",531,0.024181429026822715,2
"('A', 'fun')",531,0.024181429026822715,2
"('are', 'few')",531,0.024181429026822715,2
"('how', 'time')",531,0.024181429026822715,2
"('heart', 'on')",531,0.024181429026822715,2
"('feeling', 'today')",530,0.024135889612459584,2
"('may', 'though')",530,0.024135889612459584,2
"('and', 'deep')",530,0.024135889612459584,2
"('need', 'others')",530,0.024135889612459584,2
"('both', 'have')",530,0.024135889612459584,2
"('love', 'today')",530,0.024135889612459584,2
"('surprise', 'the')",530,0.024135889612459584,2
"('love', 'way')",530,0.024135889612459584,2
"('Be', 'any')",530,0.024135889612459584,2
"('be', 'share')",530,0.024135889612459584,2
"('on', 'really')",530,0.024135889612459584,2
"('certain', 'have')",530,0.024135889612459584,2
"('as', 'planetary')",530,0.024135889612459584,2
"('gives', 'to')",530,0.024135889612459584,2
"('at', 'last')",530,0.024135889612459584,2
"('during', 'you')",530,0.024135889612459584,2
"(""year's"", 'your')",530,0.024135889612459584,2
"('may', 'situation')",529,0.024090350198096452,2
"('likely', 'or')",529,0.024090350198096452,2
"('such', 'you')",529,0.024090350198096452,2
"('feelings', 'will')",529,0.024090350198096452,2
"('routine', 'to')",529,0.024090350198096452,2
"('a', 'different')",529,0.024090350198096452,2
"('being', 'or')",529,0.024090350198096452,2
"('find', 'life')",529,0.024090350198096452,2
"('but', 'money')",529,0.024090350198096452,2
"('enjoy', 'yourself')",529,0.024090350198096452,2
"('these', 'will')",529,0.024090350198096452,2
"('at', 'world')",529,0.024090350198096452,2
"('a', 'enough')",529,0.024090350198096452,2
"('planetary', 'time')",529,0.024090350198096452,2
"('and', 'pay')",529,0.024090350198096452,2
"('back', 'this')",529,0.024090350198096452,2
"('loved', 'this')",529,0.024090350198096452,2
"(""isn't"", 'to')",528,0.02404481078373332,2
"('Be', 'into')",528,0.02404481078373332,2
"('it', 'those')",528,0.02404481078373332,2
"('even', 'yourself')",528,0.02404481078373332,2
"('and', 'trying')",528,0.02404481078373332,2
"('more', 'most')",528,0.02404481078373332,2
"('by', 'good')",528,0.02404481078373332,2
"('If', 'friends')",528,0.02404481078373332,2
"('problem', 'the')",528,0.02404481078373332,2
"('year', ""year's"")",528,0.02404481078373332,2
"('Be', 'July')",528,0.02404481078373332,2
"('February', 'things')",528,0.02404481078373332,2
"('February', 'time')",528,0.02404481078373332,2
"('July', 'may')",528,0.02404481078373332,2
"('March', 'but')",528,0.02404481078373332,2
"('March', 'more')",528,0.02404481078373332,2
"('April', 'If')",528,0.02404481078373332,2
"('April', 'up')",528,0.02404481078373332,2
"('December', 'will')",528,0.02404481078373332,2
"('August', 'not')",528,0.02404481078373332,2
"('February', 'life')",528,0.02404481078373332,2
"('November', 'make')",528,0.02404481078373332,2
"('April', 'others')",528,0.02404481078373332,2
"('daily', 'year')",528,0.02404481078373332,2
"('April', 'money')",528,0.02404481078373332,2
"('August', 'most')",528,0.02404481078373332,2
"('than', 'work')",527,0.02399927136937019,2
"('plans', 'your')",527,0.02399927136937019,2
"('feel', 'other')",527,0.02399927136937019,2
"('careful', 'to')",527,0.02399927136937019,2
"('come', 'yourself')",527,0.02399927136937019,2
"('and', 'plenty')",527,0.02399927136937019,2
"('big', 'it')",527,0.02399927136937019,2
"('everything', 'is')",527,0.02399927136937019,2
"('all', 'them')",527,0.02399927136937019,2
"('feel', 'just')",527,0.02399927136937019,2
"('at', 'then')",527,0.02399927136937019,2
"('astral', 'is')",527,0.02399927136937019,2
"('home', 'people')",527,0.02399927136937019,2
"('health', 'this')",527,0.02399927136937019,2
"('just', 'out')",526,0.02395373195500706,2
"('and', ""aren't"")",526,0.02395373195500706,2
"('move', 'your')",526,0.02395373195500706,2
"('from', 'want')",526,0.02395373195500706,2
"('Take', 'it')",526,0.02395373195500706,2
"('especially', 'friends')",526,0.02395373195500706,2
"(""it's"", 'yourself')",526,0.02395373195500706,2
"('a', 'brings')",526,0.02395373195500706,2
"('mean', 'you')",526,0.02395373195500706,2
"('and', 'never')",526,0.02395373195500706,2
"('if', 'them')",526,0.02395373195500706,2
"('and', 'support')",526,0.02395373195500706,2
"('are', 'many')",526,0.02395373195500706,2
"('Be', 'heart')",526,0.02395373195500706,2
"('opportunity', 'that')",525,0.023908192540643927,2
"('through', 'yourself')",525,0.023908192540643927,2
"('it', 'perhaps')",525,0.023908192540643927,2
"('such', 'to')",525,0.023908192540643927,2
"(""Don't"", 'up')",525,0.023908192540643927,2
"('means', 'the')",525,0.023908192540643927,2
"('deep', 'to')",525,0.023908192540643927,2
"('mind', 'today')",525,0.023908192540643927,2
"('it', 'person')",525,0.023908192540643927,2
"('care', 'this')",525,0.023908192540643927,2
"('every', 'in')",525,0.023908192540643927,2
"('by', 'things')",525,0.023908192540643927,2
"('some', 'them')",525,0.023908192540643927,2
"('a', 'lucky')",525,0.023908192540643927,2
"('lucky', 'the')",525,0.023908192540643927,2
"('It', 'out')",525,0.023908192540643927,2
"('support', 'the')",525,0.023908192540643927,2
"('If', 'people')",525,0.023908192540643927,2
"('some', 'then')",525,0.023908192540643927,2
"('good', 'into')",524,0.023862653126280796,2
"('You', 'situation')",524,0.023862653126280796,2
"('at', 'other')",524,0.023862653126280796,2
"('get', 'one')",524,0.023862653126280796,2
"('emotional', 'with')",524,0.023862653126280796,2
"('others', 'out')",524,0.023862653126280796,2
"('could', 'other')",524,0.023862653126280796,2
"('on', 'should')",524,0.023862653126280796,2
"('become', 'in')",524,0.023862653126280796,2
"('never', 'your')",524,0.023862653126280796,2
"('go', 'what')",524,0.023862653126280796,2
"('people', 'take')",524,0.023862653126280796,2
"('being', 'this')",524,0.023862653126280796,2
"('new', 'something')",524,0.023862653126280796,2
"('pay', 'to')",524,0.023862653126280796,2
"('but', 'know')",524,0.023862653126280796,2
"('this', 'times')",524,0.023862653126280796,2
"('Do', 'be')",523,0.023817113711917665,2
"('make', 'others')",523,0.023817113711917665,2
"('make', 'than')",523,0.023817113711917665,2
"('You', 'perhaps')",523,0.023817113711917665,2
"('and', 'turn')",523,0.023817113711917665,2
"('ideas', 'may')",523,0.023817113711917665,2
"('routine', 'your')",523,0.023817113711917665,2
"('friends', 'want')",523,0.023817113711917665,2
"('because', 'that')",523,0.023817113711917665,2
"('energy', 'way')",523,0.023817113711917665,2
"('Make', 'that')",523,0.023817113711917665,2
"('fresh', 'the')",523,0.023817113711917665,2
"('run', 'to')",523,0.023817113711917665,2
"('come', 'love')",523,0.023817113711917665,2
"('more', 'then')",523,0.023817113711917665,2
"('this', 'world')",523,0.023817113711917665,2
"('big', 'more')",523,0.023817113711917665,2
"('A', 'months')",523,0.023817113711917665,2
"('Perhaps', 'you')",522,0.023771574297554533,2
"('Today', 'may')",522,0.023771574297554533,2
"('Get', 'and')",522,0.023771574297554533,2
"('better', 'yourself')",522,0.023771574297554533,2
"('find', 'need')",522,0.023771574297554533,2
"('one', 'take')",522,0.023771574297554533,2
"('with', ""won't"")",522,0.023771574297554533,2
"('a', 'done')",522,0.023771574297554533,2
"('You', 'those')",522,0.023771574297554533,2
"('needs', 'with')",522,0.023771574297554533,2
"('for', 'partner')",522,0.023771574297554533,2
"('at', 'look')",522,0.023771574297554533,2
"('if', 'new')",522,0.023771574297554533,2
"('If', 'too')",522,0.023771574297554533,2
"('also', 'on')",522,0.023771574297554533,2
"('how', 'love')",522,0.023771574297554533,2
"('are', 'bring')",522,0.023771574297554533,2
"(""Today's"", 'with')",522,0.023771574297554533,2
"('hard', 'love')",522,0.023771574297554533,2
"('great', 'make')",521,0.023726034883191402,2
"('much', 'too')",521,0.023726034883191402,2
"('that', 'two')",521,0.023726034883191402,2
"('if', 'someone')",521,0.023726034883191402,2
"('might', 'what')",521,0.023726034883191402,2
"('about', 'them')",521,0.023726034883191402,2
"('been', 'can')",521,0.023726034883191402,2
"('high', 'of')",521,0.023726034883191402,2
"('but', 'they')",521,0.023726034883191402,2
"('that', 'together')",521,0.023726034883191402,2
"('a', 'fresh')",521,0.023726034883191402,2
"('A', 'new')",521,0.023726034883191402,2
"('home', 'life')",521,0.023726034883191402,2
"('in', 'makes')",521,0.023726034883191402,2
"('You', 'special')",521,0.023726034883191402,2
"('has', 'may')",521,0.023726034883191402,2
"('as', 'very')",521,0.023726034883191402,2
"('If', 'relationship')",521,0.023726034883191402,2
"('You', 'health')",521,0.023726034883191402,2
"('control', 'you')",520,0.02368049546882827,2
"('Be', 'than')",520,0.02368049546882827,2
"('find', 'if')",520,0.02368049546882827,2
"('emotions', 'of')",520,0.02368049546882827,2
"('be', 'say')",520,0.02368049546882827,2
"('only', 'with')",520,0.02368049546882827,2
"('likely', 'on')",520,0.02368049546882827,2
"('of', 'working')",520,0.02368049546882827,2
"('as', 'friends')",520,0.02368049546882827,2
"('could', 'just')",520,0.02368049546882827,2
"('and', 'problem')",520,0.02368049546882827,2
"('especially', 'time')",520,0.02368049546882827,2
"('but', 'heart')",520,0.02368049546882827,2
"('into', 'year')",520,0.02368049546882827,2
"('give', 'have')",519,0.02363495605446514,2
"('others', 'up')",519,0.02363495605446514,2
"('matters', 'the')",519,0.02363495605446514,2
"(""Don't"", 'feel')",519,0.02363495605446514,2
"('might', 'need')",519,0.02363495605446514,2
"('could', 'like')",519,0.02363495605446514,2
"('play', 'your')",519,0.02363495605446514,2
"('Get', 'you')",519,0.02363495605446514,2
"('about', 'into')",519,0.02363495605446514,2
"('A', 'get')",519,0.02363495605446514,2
"('A', 'today')",519,0.02363495605446514,2
"('in', 'quite')",519,0.02363495605446514,2
"('by', 'need')",519,0.02363495605446514,2
"('Take', 'are')",519,0.02363495605446514,2
"('make', 'might')",519,0.02363495605446514,2
"('also', 'or')",519,0.02363495605446514,2
"('a', 'surprise')",519,0.02363495605446514,2
"('and', 'real')",519,0.02363495605446514,2
"('for', 'making')",519,0.02363495605446514,2
"('out', 'them')",519,0.02363495605446514,2
"('because', 'in')",519,0.02363495605446514,2
"('are', 'think')",519,0.02363495605446514,2
"('in', 'plans')",519,0.02363495605446514,2
"('some', 'when')",519,0.02363495605446514,2
"('smart', 'you')",519,0.02363495605446514,2
"('like', 'out')",518,0.023589416640102008,2
"('control', 'to')",518,0.023589416640102008,2
"('is', 'start')",518,0.023589416640102008,2
"('feelings', 'for')",518,0.023589416640102008,2
"('attention', 'this')",518,0.023589416640102008,2
"('In', 'You')",518,0.023589416640102008,2
"('do', 'find')",518,0.023589416640102008,2
"('time', 'well')",518,0.023589416640102008,2
"('have', 'which')",518,0.023589416640102008,2
"('can', 'mind')",518,0.023589416640102008,2
"('more', 'there')",518,0.023589416640102008,2
"('be', 'order')",518,0.023589416640102008,2
"('do', 'great')",518,0.023589416640102008,2
"('away', 'it')",518,0.023589416640102008,2
"('support', 'to')",518,0.023589416640102008,2
"('may', 'their')",518,0.023589416640102008,2
"('A', 'make')",518,0.023589416640102008,2
"('and', 'public')",518,0.023589416640102008,2
"('is', 'next')",518,0.023589416640102008,2
"('far', 'in')",518,0.023589416640102008,2
"('next', 'will')",518,0.023589416640102008,2
"('being', 'have')",518,0.023589416640102008,2
"('money', 'will')",518,0.023589416640102008,2
"('day', 'take')",517,0.023543877225738877,2
"('a', 'extra')",517,0.023543877225738877,2
"(""You're"", 'but')",517,0.023543877225738877,2
"('a', 'plans')",517,0.023543877225738877,2
"('do', 'into')",517,0.023543877225738877,2
"('little', 'time')",517,0.023543877225738877,2
"('know', 'yourself')",517,0.023543877225738877,2
"('of', 'positive')",517,0.023543877225738877,2
"('mean', 'to')",517,0.023543877225738877,2
"('last', 'that')",517,0.023543877225738877,2
"('It', 'about')",517,0.023543877225738877,2
"('relax', 'the')",517,0.023543877225738877,2
"('are', 'before')",517,0.023543877225738877,2
"(""It's"", 'things')",517,0.023543877225738877,2
"('enjoy', 'love')",517,0.023543877225738877,2
"('are', 'healthy')",517,0.023543877225738877,2
"('month', 'so')",517,0.023543877225738877,2
"('Be', 'two')",517,0.023543877225738877,2
"('month', 'people')",517,0.023543877225738877,2
"('especially', 'some')",516,0.023498337811375745,2
"('a', 'emotions')",516,0.023498337811375745,2
"('Get', 'to')",516,0.023498337811375745,2
"('help', 'out')",516,0.023498337811375745,2
"('always', 'you')",516,0.023498337811375745,2
"('is', 'practical')",516,0.023498337811375745,2
"('for', 'look')",516,0.023498337811375745,2
"('do', 'much')",516,0.023498337811375745,2
"('You', 'both')",516,0.023498337811375745,2
"('emotional', 'that')",516,0.023498337811375745,2
"('matter', 'to')",516,0.023498337811375745,2
"('before', 'for')",516,0.023498337811375745,2
"('taking', 'the')",516,0.023498337811375745,2
"('but', 'even')",516,0.023498337811375745,2
"('fresh', 'your')",516,0.023498337811375745,2
"('and', 'career')",516,0.023498337811375745,2
"('energy', 'first')",516,0.023498337811375745,2
"('position', 'the')",516,0.023498337811375745,2
"('really', 'what')",516,0.023498337811375745,2
"('are', 'their')",516,0.023498337811375745,2
"('right', 'time')",516,0.023498337811375745,2
"('February', 'October')",516,0.023498337811375745,2
"('March', 'love')",516,0.023498337811375745,2
"(""It's"", 'January')",516,0.023498337811375745,2
"('Be', 'summer')",516,0.023498337811375745,2
"('December', 'have')",516,0.023498337811375745,2
"('November', 'The')",516,0.023498337811375745,2
"(""It's"", 'November')",516,0.023498337811375745,2
"('November', 'some')",516,0.023498337811375745,2
"('January', 'so')",516,0.023498337811375745,2
"('smart', 'year')",516,0.023498337811375745,2
"('August', 'Friends')",516,0.023498337811375745,2
"('let', 'yourself')",515,0.023452798397012614,2
"('right', 'yourself')",515,0.023452798397012614,2
"('powerful', 'the')",515,0.023452798397012614,2
"('making', 'that')",515,0.023452798397012614,2
"('point', 'the')",515,0.023452798397012614,2
"('Stay', 'and')",515,0.023452798397012614,2
"('You', 'their')",515,0.023452798397012614,2
"('and', 'approach')",515,0.023452798397012614,2
"('be', 'open')",515,0.023452798397012614,2
"('There', 'yourself')",515,0.023452798397012614,2
"('You', 'world')",515,0.023452798397012614,2
"(""Don't"", 'do')",515,0.023452798397012614,2
"('most', 'time')",515,0.023452798397012614,2
"('When', 'the')",515,0.023452798397012614,2
"('When', 'your')",515,0.023452798397012614,2
"('a', 'career')",515,0.023452798397012614,2
"('in', 'start')",515,0.023452798397012614,2
"('can', 'important')",515,0.023452798397012614,2
"('easy', 'of')",515,0.023452798397012614,2
"('come', 'good')",515,0.023452798397012614,2
"('each', 'of')",515,0.023452798397012614,2
"('can', 'someone')",515,0.023452798397012614,2
"('friends', 'get')",515,0.023452798397012614,2
"('The', 'come')",515,0.023452798397012614,2
"('routine', 'you')",515,0.023452798397012614,2
"('bring', 'or')",515,0.023452798397012614,2
"('many', 'year')",515,0.023452798397012614,2
"('home', 'if')",514,0.023407258982649483,2
"('it', 'needs')",514,0.023407258982649483,2
"('find', 'take')",514,0.023407258982649483,2
"('fall', 'to')",514,0.023407258982649483,2
"('deal', 'with')",514,0.023407258982649483,2
"('also', 'but')",514,0.023407258982649483,2
"('the', 'turn')",514,0.023407258982649483,2
"('well', 'work')",514,0.023407258982649483,2
"('around', 'have')",514,0.023407258982649483,2
"('and', 'learn')",514,0.023407258982649483,2
"('but', 'important')",514,0.023407258982649483,2
"('on', 'these')",514,0.023407258982649483,2
"('thing', 'your')",514,0.023407258982649483,2
"('no', 'time')",514,0.023407258982649483,2
"('love', 'well')",514,0.023407258982649483,2
"('best', 'what')",514,0.023407258982649483,2
"('have', 'last')",514,0.023407258982649483,2
"('months', 'people')",514,0.023407258982649483,2
"('extra', 'of')",513,0.02336171956828635,2
"('could', 'something')",513,0.02336171956828635,2
"('rather', 'your')",513,0.02336171956828635,2
"('This', 'want')",513,0.02336171956828635,2
"('great', 'up')",513,0.02336171956828635,2
"('In', 'all')",513,0.02336171956828635,2
"('and', 'same')",513,0.02336171956828635,2
"('and', 'instead')",513,0.02336171956828635,2
"('sense', 'this')",513,0.02336171956828635,2
"('are', 'possible')",513,0.02336171956828635,2
"('to', 'under')",513,0.02336171956828635,2
"('and', 'past')",513,0.02336171956828635,2
"('that', 'times')",513,0.02336171956828635,2
"('busy', 'may')",513,0.02336171956828635,2
"('alignment', 'with')",513,0.02336171956828635,2
"('powerful', 'your')",512,0.02331618015392322,2
"('What', 'to')",512,0.02331618015392322,2
"('back', 'have')",512,0.02331618015392322,2
"('and', 'yours')",512,0.02331618015392322,2
"('In', 'could')",512,0.02331618015392322,2
"('getting', 'that')",512,0.02331618015392322,2
"('The', 'really')",512,0.02331618015392322,2
"('meet', 'to')",512,0.02331618015392322,2
"('A', ""It's"")",512,0.02331618015392322,2
"('it', 'months')",512,0.02331618015392322,2
"('part', 'to')",511,0.02327064073956009,2
"('part', 'you')",511,0.02327064073956009,2
"('goals', 'your')",511,0.02327064073956009,2
"('means', 'of')",511,0.02327064073956009,2
"('done', 'your')",511,0.02327064073956009,2
"('bring', 'could')",511,0.02327064073956009,2
"('different', 'the')",511,0.02327064073956009,2
"('This', 'by')",511,0.02327064073956009,2
"('have', 'lot')",511,0.02327064073956009,2
"('not', 'there')",511,0.02327064073956009,2
"('anything', 'that')",511,0.02327064073956009,2
"('there', 'yourself')",511,0.02327064073956009,2
"('can', 'right')",511,0.02327064073956009,2
"('are', 'back')",511,0.02327064073956009,2
"('can', 'few')",511,0.02327064073956009,2
"('You', 'heart')",511,0.02327064073956009,2
"('fun', 'get')",511,0.02327064073956009,2
"('smart', 'the')",511,0.02327064073956009,2
"('part', 'the')",510,0.023225101325196958,2
"('be', 'stay')",510,0.023225101325196958,2
"('into', 'so')",510,0.023225101325196958,2
"('little', 'more')",510,0.023225101325196958,2
"('into', 'up')",510,0.023225101325196958,2
"('are', 'heart')",510,0.023225101325196958,2
"('be', 'though')",510,0.023225101325196958,2
"('try', 'yourself')",510,0.023225101325196958,2
"('the', 'true')",510,0.023225101325196958,2
"('career', 'the')",510,0.023225101325196958,2
"('need', 'something')",510,0.023225101325196958,2
"('as', 'too')",510,0.023225101325196958,2
"('a', 'past')",510,0.023225101325196958,2
"('can', 'many')",510,0.023225101325196958,2
"('most', 'what')",510,0.023225101325196958,2
"('at', 'change')",510,0.023225101325196958,2
"('big', 'can')",510,0.023225101325196958,2
"('out', 'planetary')",510,0.023225101325196958,2
"('could', 'heart')",510,0.023225101325196958,2
"('aspect', 'with')",510,0.023225101325196958,2
"('into', 'need')",509,0.023179561910833826,2
"('have', ""won't"")",509,0.023179561910833826,2
"('Stay', 'you')",509,0.023179561910833826,2
"('good', 'see')",509,0.023179561910833826,2
"('around', 'people')",509,0.023179561910833826,2
"('once', 'you')",509,0.023179561910833826,2
"('important', 'more')",509,0.023179561910833826,2
"('true', 'your')",509,0.023179561910833826,2
"('on', 'person')",509,0.023179561910833826,2
"('of', 'still')",509,0.023179561910833826,2
"('alignment', 'will')",509,0.023179561910833826,2
"('be', 'progress')",509,0.023179561910833826,2
"('more', 'relationship')",509,0.023179561910833826,2
"('happen', 'the')",509,0.023179561910833826,2
"('In', 'first')",509,0.023179561910833826,2
"('that', ""you've"")",508,0.023134022496470695,2
"('of', 'rather')",508,0.023134022496470695,2
"('This', 'great')",508,0.023134022496470695,2
"('a', 'trying')",508,0.023134022496470695,2
"('close', 'in')",508,0.023134022496470695,2
"('and', 'different')",508,0.023134022496470695,2
"('as', 'other')",508,0.023134022496470695,2
"('You', 'loved')",508,0.023134022496470695,2
"('comes', 'that')",508,0.023134022496470695,2
"('people', 'way')",508,0.023134022496470695,2
"('break', 'to')",508,0.023134022496470695,2
"('may', 'opportunity')",508,0.023134022496470695,2
"('over', 'will')",508,0.023134022496470695,2
"('in', 'ready')",508,0.023134022496470695,2
"('be', 'far')",508,0.023134022496470695,2
"('first', 'new')",508,0.023134022496470695,2
"('energy', 'one')",508,0.023134022496470695,2
"('body', 'will')",508,0.023134022496470695,2
"('not', 'try')",507,0.023088483082107564,2
"(""aren't"", 'your')",507,0.023088483082107564,2
"('You', 'doing')",507,0.023088483082107564,2
"('someone', 'what')",507,0.023088483082107564,2
"('better', 'on')",507,0.023088483082107564,2
"('daily', 'for')",507,0.023088483082107564,2
"('routine', 'the')",507,0.023088483082107564,2
"('be', 'difficult')",507,0.023088483082107564,2
"(""Don't"", 'people')",507,0.023088483082107564,2
"('few', 'more')",507,0.023088483082107564,2
"('at', 'help')",507,0.023088483082107564,2
"('high', 'in')",507,0.023088483082107564,2
"('days', 'is')",507,0.023088483082107564,2
"('opportunity', 'with')",507,0.023088483082107564,2
"('if', 'too')",507,0.023088483082107564,2
"('is', 'thinking')",507,0.023088483082107564,2
"('well', 'what')",507,0.023088483082107564,2
"('later', 'the')",507,0.023088483082107564,2
"('lot', 'or')",507,0.023088483082107564,2
"('about', 'first')",507,0.023088483082107564,2
"('in', 'still')",507,0.023088483082107564,2
"('diet', 'is')",507,0.023088483082107564,2
"('find', 'from')",506,0.023042943667744432,2
"('a', 'point')",506,0.023042943667744432,2
"('Perhaps', 'to')",506,0.023042943667744432,2
"('great', 'if')",506,0.023042943667744432,2
"('care', 'it')",506,0.023042943667744432,2
"('and', 'nature')",506,0.023042943667744432,2
"('again', 'to')",506,0.023042943667744432,2
"('been', 'could')",506,0.023042943667744432,2
"('from', 'new')",506,0.023042943667744432,2
"('all', 'last')",506,0.023042943667744432,2
"('instead', 'your')",506,0.023042943667744432,2
"('set', 'you')",506,0.023042943667744432,2
"('of', 'start')",506,0.023042943667744432,2
"('at', 'long')",506,0.023042943667744432,2
"('but', 'right')",506,0.023042943667744432,2
"('a', 'easy')",506,0.023042943667744432,2
"('two', 'will')",506,0.023042943667744432,2
"('With', 'your')",506,0.023042943667744432,2
"('not', 'well')",506,0.023042943667744432,2
"('down', 'more')",506,0.023042943667744432,2
"('into', 'people')",505,0.0229974042533813,2
"('of', 'part')",505,0.0229974042533813,2
"('If', 'might')",505,0.0229974042533813,2
"('atmosphere', 'to')",505,0.0229974042533813,2
"('go', 'make')",505,0.0229974042533813,2
"('off', 'or')",505,0.0229974042533813,2
"('plan', 'you')",505,0.0229974042533813,2
"('If', 'when')",505,0.0229974042533813,2
"('into', 'way')",505,0.0229974042533813,2
"(""don't"", 'others')",505,0.0229974042533813,2
"('few', 'yourself')",505,0.0229974042533813,2
"('in', 'use')",505,0.0229974042533813,2
"('find', 'people')",505,0.0229974042533813,2
"('matter', 'you')",505,0.0229974042533813,2
"('are', 'only')",505,0.0229974042533813,2
"('and', 'taking')",505,0.0229974042533813,2
"('But', 'and')",505,0.0229974042533813,2
"('for', 'ideas')",505,0.0229974042533813,2
"(""It's"", 'first')",505,0.0229974042533813,2
"('times', 'year')",505,0.0229974042533813,2
"('need', 'people')",504,0.02295186483901817,2
"('especially', 'if')",504,0.02295186483901817,2
"('like', 'some')",504,0.02295186483901817,2
"(""can't"", 'you')",504,0.02295186483901817,2
"('get', 'other')",504,0.02295186483901817,2
"('plan', 'to')",504,0.02295186483901817,2
"('for', 'likely')",504,0.02295186483901817,2
"('great', 'today')",504,0.02295186483901817,2
"('healthy', 'yourself')",504,0.02295186483901817,2
"('deep', 'the')",504,0.02295186483901817,2
"('serious', 'you')",504,0.02295186483901817,2
"('on', 'who')",504,0.02295186483901817,2
"('energy', 'things')",504,0.02295186483901817,2
"('Be', 'long')",504,0.02295186483901817,2
"('under', 'you')",504,0.02295186483901817,2
"('past', 'your')",504,0.02295186483901817,2
"('especially', 'people')",504,0.02295186483901817,2
"('Love', 'may')",504,0.02295186483901817,2
"('March', 'at')",504,0.02295186483901817,2
"(""won't"", 'year')",504,0.02295186483901817,2
"('January', 'things')",504,0.02295186483901817,2
"('February', 'practical')",504,0.02295186483901817,2
"('October', 'home')",504,0.02295186483901817,2
"('February', 'In')",504,0.02295186483901817,2
"('great', 'month')",504,0.02295186483901817,2
"('December', 'November')",504,0.02295186483901817,2
"('lucky', 'year')",504,0.02295186483901817,2
"('February', ""It's"")",504,0.02295186483901817,2
"('February', 'see')",504,0.02295186483901817,2
"('August', 'September')",504,0.02295186483901817,2
"('June', 'this')",504,0.02295186483901817,2
"('of', 'ready')",503,0.02290632542465504,2
"('are', 'has')",503,0.02290632542465504,2
"('powerful', 'to')",503,0.02290632542465504,2
"('find', 'so')",503,0.02290632542465504,2
"('deal', 'in')",503,0.02290632542465504,2
"('a', 'such')",503,0.02290632542465504,2
"('are', 'attention')",503,0.02290632542465504,2
"('into', 'take')",503,0.02290632542465504,2
"('need', 'one')",503,0.02290632542465504,2
"('Try', 'may')",503,0.02290632542465504,2
"('matter', 'the')",503,0.02290632542465504,2
"('The', 'know')",503,0.02290632542465504,2
"('again', 'you')",503,0.02290632542465504,2
"('a', 'never')",503,0.02290632542465504,2
"('If', 'just')",503,0.02290632542465504,2
"('anything', 'with')",503,0.02290632542465504,2
"('can', 'long')",503,0.02290632542465504,2
"('in', 'public')",503,0.02290632542465504,2
"('any', 'make')",502,0.022860786010291907,2
"('friend', 'or')",502,0.022860786010291907,2
"('opportunities', 'your')",502,0.022860786010291907,2
"('nature', 'you')",502,0.022860786010291907,2
"(""don't"", 'great')",502,0.022860786010291907,2
"('new', 'take')",502,0.022860786010291907,2
"('are', 'certain')",502,0.022860786010291907,2
"('and', 'during')",502,0.022860786010291907,2
"('goals', 'to')",501,0.022815246595928776,2
"('This', 'one')",501,0.022815246595928776,2
"('then', 'time')",501,0.022815246595928776,2
"('find', 'things')",501,0.022815246595928776,2
"('spend', 'your')",501,0.022815246595928776,2
"('side', 'to')",501,0.022815246595928776,2
"('be', 'old')",501,0.022815246595928776,2
"('especially', 'so')",501,0.022815246595928776,2
"('partner', 'this')",501,0.022815246595928776,2
"('as', 'when')",501,0.022815246595928776,2
"('and', 'break')",501,0.022815246595928776,2
"('they', 'today')",501,0.022815246595928776,2
"('big', 'some')",501,0.022815246595928776,2
"('run', 'you')",501,0.022815246595928776,2
"('The', 'two')",501,0.022815246595928776,2
"('do', 'someone')",501,0.022815246595928776,2
"('best', 'more')",501,0.022815246595928776,2
"('You', 'many')",501,0.022815246595928776,2
"('come', 'not')",501,0.022815246595928776,2
"('and', 'happen')",501,0.022815246595928776,2
"('A', 'month')",501,0.022815246595928776,2
"('could', 'much')",500,0.022769707181565645,2
"('feel', 'might')",500,0.022769707181565645,2
"('atmosphere', 'you')",500,0.022769707181565645,2
"('extra', 'in')",500,0.022769707181565645,2
"('been', 'some')",500,0.022769707181565645,2
"('can', 'other')",500,0.022769707181565645,2
"('always', 'to')",500,0.022769707181565645,2
"('only', 'this')",500,0.022769707181565645,2
"('do', 'too')",500,0.022769707181565645,2
