sign;category;date;horoscope
taurus;love;20200817;You may find that your closest relationship seems to be fraught with an aura of chilliness. The planetary alignment indicates that you have to work extra hard to try and find out what the problem is. It is possibly some kind of memory of a past event that is triggering the problem. Use your warmth to try and melt the ice. Things will feel a lot better later.
virgo;love;20200817;Today emotions may seem to be a little frozen, or perhaps for some reason you are cut off from your deeper feelings. The planetary alignment reveals that you just cannot quite reach out to others. You may have a lot on your mind, or need to talk, but could be feeling a little fearful about something. You will have to make an effort.
aquarius;love;20200818;You perhaps need to see how not being able to accept others as they are is bringing your current relationship into some difficult waters. The planetary alignment is bringing to your attention a pattern of behavior that is making it difficult for others to get really close to you. If you can stop yourself before you are about to repeat this behavior, you will be able to gradually change it.
aries;love;20200818;If friends seem to be posing problems today, then it may be that you need to take a look at where your interests clash. The day's planetary configuration has the effect of bringing restrictions to the surface. Are you saying what you really feel, or what you think they would like to hear? Just be mindful of where your motives actually lie. This will clarify things.
cancer;love;20200818;Today's planetary alignment is bringing you the chance to become more uniquely yourself. Not that you tend to have too much difficulty in this respect, but you may have been having some problems recently in feeling completely at home in a certain relationship. You have been toying with the idea that you need more freedom, but really you just need to make some elbowroom for yourself.
capricorn;love;20200818;You may find the celestial alignment particularly difficult today, as you have very little real energy to cope with a certain situation. You could feel hemmed in by someone, and this is making you tired. It needs some careful talking through, which may not be easy, but it is definitely worthwhile. You will have to take the first tentative steps towards a real breakthrough.
gemini;love;20200818;There has to be a very good reason why you haven't been able to be honest with someone close to you. This is being highlighted today by the planetary configuration. There is a good reason why you may have felt that you can't speak openly, but if you are to be happy, you need to be able to talk about what is stopping you from being completely truthful.
leo;love;20200818;"You have been sitting on the fence, not sure whether to jump in and make that commitment today. The planetary configuration today is bringing you some questions to seriously consider before you make that all-important decision. Take some time to think through whether you can be totally yourself or whether you are pretending. Don't act until you feel sure; it is a big commitment."
libra;love;20200818;The planetary alignment is bringing certain issues up to the forefront of your mind. You have a good chance of moving out of limiting circumstances if you can access what you really want out of the current situation with an important person. It seems that they are cramping your style, but you also need to see the part that you have played in this so far.
pisces;love;20200818;Today may be somewhat of an introspective day, but you can at least begin to understand the reason you don't feel totally at ease in the company of someone fairly close to you. You will be better to spend this time alone so that you can really get in touch with how you feel about this. There are many twists and turns that may not be obvious to you at first.
sagittarius;love;20200818;Relationships may seem to be on hold with today's astral climate, making you feel as though you have somehow been cut off from the one closest to you. The problem is most likely due to an attitude or stiff mind-set, which needs talking through to help it clear. You need to see where you are not being true to yourself and do what it takes to remedy this.
scorpio;love;20200818;Patterns of thought are interfering with a course of action or a relationship with someone close that you are trying to resolve. The current planetary configuration is bringing these to the surface, allowing you to see the cause of the problems more clearly. You have a good chance of moving through this if you can talk about it with the person concerned. They will at least understand.
taurus;love;20200818;Today's celestial alignment is having quite an effect on your relationships. You may need to reconsider why you have become involved in something that seems to bring you more difficulty than happiness. This may only be temporary, but you do need to think about what motivated you to make the move in the first place. If you are really serious, then talking will begin to bridge the gap.
virgo;love;20200818;Today you have the feeling of being restricted by either a person or circumstances. The planetary configuration is making it difficult for you to feel at ease or at home in a certain situation. You wish you could speak out about it, but somehow cannot bring yourself to do it. You need to be true to yourself, despite the consequences. It will be better in the long run.
aquarius;love;20200819;Today's celestial configuration means that you may find the atmosphere a little too much. At least it is not the kind of thing that you usually look forward to. Freedom and revolution are two of the key words that will be important. Even you may feel that mad urge to do something completely shocking and very exciting. Go for it, as it will broaden your perspective.
aries;love;20200819;"You will be quite fascinated by the kind of atmosphere that is generated by the day's celestial configuration. It has all the ingredients that you secretly crave for on long drawn-out nights. Excitement, excitement - and more excitement. If your partner seems less than enthusiastic about going anywhere different, then leave your friend behind at home and just go for it; you will have much more fun."
cancer;love;20200819;It seems that you could be the one going around breaking hearts today, given the day's planetary lineup. You just can't be bothered with all that it involves, at least at the moment, or with the hassle of being partially answerable to someone else. You just need to break out and feel that sense of freedom and the ability to go anywhere whenever you please.
capricorn;love;20200819;Partners may seem to be going through some kind of phase you have never seen before, but then perhaps this holds true for you as well. The aspect at play is encouraging the mad, bad, and very different to emerge. You may decide to go somewhere completely new and forego old haunts. Try something which really feeds that element of excitement in you and you will both have quite an unforgettable day.
gemini;love;20200819;Today's planetary configuration brings the feeling of wanting to escape from a situation that seems too confining. You have had enough of the energy that seems to characterize a certain relationship and wish for a chance to do something different so that you can mull over your next step. This doesn't necessarily mean the end, but it does seem to indicate it is time for a break.
leo;love;20200819;You have a lot to come to terms with today. The day's planetary configuration indicates you can either listen to those around you who are moaning about how unhappy they are with their lot in life, or you can leap up, forget your miseries and restrictions, and join in with a small group of people, if possible, who are determined to have fun and excitement. Go where your heart truly is.
libra;love;20200819;There is a strong urge to break out of all kinds of molds and restrictions today, due to the celestial configuration. Revolution is most definitely in the air, and this applies to your relationships, as well. You may feel like displaying an aspect of your personality that you have not revealed before. It is a time to shake off any situations that are holding you back. You simply won't tolerate them.
pisces;love;20200819;Friends, partners, and family are in a rebellious mood today, and will not be trying to put on any kind of front or façade for your peace of mind. The celestial configuration means that they are upfront, loud, and sassy, and you may wish you could disown them. But you too may need to take a page from their book. Be honest yourself, instead of trying to please everyone.
sagittarius;love;20200819;The day's planetary configuration brings with it a heady taste of freedom. You need to get out and just have fun and experience that element of excitement. If you are looking for a new romantic involvement, then try somewhere that combines adventure and that touch of danger, like rock climbing or racing. This is where you may meet the person of your dreams.
scorpio;love;20200819;Sometimes rules are meant to be broken, but relationships are like eggs, once broken they are never the same again. The day's planetary aspect applies some unconventional pressure to your close relationships, which may be a good thing, or not. It depends if you want to stray just far enough to have a good time, or whether you stray so far you won't be able to come back.
taurus;love;20200819;You are fed up with the same boring old talk today, and just can't take much more of it. The planetary configuration is bringing you the urge to go somewhere where you can discuss things that are much more eclectic, and very different from the topics you are used to. Your partner will probably be glad to get rid of you for the day - go and meet some new people.
virgo;love;20200819;The day's planetary configuration indicates that freedom and the need to find space are quite important to you. You may discover that you have been running in circles, with no time to do the things that make you feel contented. This is your chance, and you will welcome the opportunity to get out and do something creative. It will give you time to breathe.
aquarius;love;20200820;You will appreciate today immensely, with an astral energy which creates the right mood to make you feel very wanted and needed. There is an air of calm and the urge to just let life take care of itself. It is a wonderful time to share feelings, to speak about things that are perhaps not too frank and honest, but more soothing and comforting to the ego.
aries;love;20200820;"This is the kind of day when wounds are healed - the emotional ones - and all sorts of promises are remade after being broken at least a hundred times. Only this time, there is no way that they will ever be broken again, right? Lovers want comfort food; they want to be hand-fed peeled grapes, oysters, and all kinds of thought-provoking delicacies. Don't worry, the grapes won't turn sour; sweetness reigns supreme."
cancer;love;20200820;You may secretly look down on this kind of day because it means that the sky won't suddenly open up. Half a dozen aliens won't come crawling down a ladder asking you to come and marry their leader, who needs a mate on a dying planet to repopulate their world. The planetary aspect at play brings the chance to relax, which may be a unique experience in itself.
capricorn;love;20200820;The day's astral energy indicates you feel the need to relax concerning a certain close relationship after a period of tearing your hair out and generally getting all hot and worked up. Finally, you feel as though a weight has been lifted off of your shoulders. You can sink back, confident in your knowledge that from now on everything is being taken care of by the cosmos itself.
gemini;love;20200820;This is the kind of day when you can quite safely invite your mother around to meet your loved one, and possibly the rest of the family too. There is the guarantee of no scenes, no embarrassing displays of behavior, just genteel cucumber sandwiches on the lawn and talk of what a wonderful couple you make. Such days are rare - use it to your advantage.
leo;love;20200820;Today's planetary configuration means that you can breathe a sigh of relief. You will be able to just be yourself. You can rest assured that anyone who’s around you, including your loved one, will not demand anything more of you than simply time to talk nicely about things which aren't difficult, awkward, embarrassing, or humiliating. Put the kettle on and relax.
libra;love;20200820;The day's celestial configuration provides a great opportunity to shine a little light on a murky situation, and also to come to some kind of agreement about a few things that might have been troubling you recently. You can give your loved one a sense of security by making a fuss over them, taking them out to dinner, and just generally making them feel good.
pisces;love;20200820;This is a good time to cook for your loved one and bring them to their knees by your gentle care and attentiveness. Take the lead in the conversation and talk about things that soothe and relax. Include a few witty jokes and some intellectually stimulating conversation, and by the end of the evening they should be eating out of your hand and will have forgotten the plate.
sagittarius;love;20200820;"You can expect an enjoyable day with the planetary energy at play. It is wonderful for spending time giving your loved one that extra personal touch. If you are handy with essential oils, then a massage would certainly bring Heaven to Earth for a while. People want to be pampered and cared for; they want to be made feeling special and adored. Work on this and you will be well rewarded!"
scorpio;love;20200820;This may seem like a day when things seem slow but also sweet. There may be a lot of talking about things that don't seem to have any relevance as far as you are concerned. But it does give the opportunity for you to actually digest a meal if you are eating with your loved one - which may be a good idea. Harmony reigns and even your stomach stays calm.
taurus;love;20200820;Today's celestial energy brings you all kinds of ideas concerning how best to tell your nearest and dearest how you really feel. How can you win them over and let them know that the row you had last week was only pretending, and you didn't mean to comment on their lack of fully functioning brain cells. Harmony and sweetness surround you. Enjoy the day.
virgo;love;20200820;This is a much more harmonious day for all kinds of relationships, whether close-up and personal, or purely platonic. The day's planetary energy indicates that there is a great feeling of openness, and a willingness to share on a warm and friendly basis. Conversation is pleasant, and it is possible to have a great discussion whilst also sharing from the heart. It's a good day for a small party, if possible.
aquarius;love;20200821;You may enjoy the intellectual atmosphere that is offered today by the cosmos. There is nothing you like more than to take a topic of conversation and play around with it and exploring it from as many different angles as possible. Today offers you unlimited angles and unlimited subjects - from philosophy to gossip. Both the intellectual and the more instinctual self within can have a whale of a time.
aries;love;20200821;It depends what your motives are as to whether you decide to play today or not. The astral configuration can get you involved in some very philosophical discussions, and some very intricate conversations. If you can be bothered, it will be because you see that after hours of chin wagging you may get something a little more to your liking: the total undivided attention of your beloved. It is not likely you will go through all this for nothing.
cancer;love;20200821;The planetary configuration gives you many possibilities. Some of them you may enjoy, but others will leave you yawning. You might like the discussions you have with your partner, which could be quite revealing, but you may dislike being asked to change your nature or be different than the way you are. Think carefully before you answer. You could be getting yourself into some kind of verbal tangle.
capricorn;love;20200821;You may find yourself displaying quite a lot of impatience today. There may not be enough action to really tickle your palate. The celestial influences create the opportunity to talk about a whole range of things, but nothing seems to get done. You could discuss what you are going to do, in minute detail and how it fits in with the scheme of your life plan. Are you already out the door?
gemini;love;20200821;There is some very interesting information to be gathered today with the celestial energy at play. What you do with it though is up to you. It is the kind of day when you may find out more than you bargained for, whilst to all intents and purposes simply holding an ordinary conversation. This may affect your relationship with someone if they spill the beans on something they have never mentioned.
leo;love;20200821;This is a good time to have something positive to do with your hands while your loved one is ranting and rambling. The celestial energy encourages all kinds of discussions, gossip, musings, and philosophical debates. While this is fine up to a point, too much can leave you desperate to escape. If you just happen to have something to do or somewhere to go, you could save yourself hours of boredom.
libra;love;20200821;This is not a day you would consider to be romantic in the normal sense of the word. The planetary alignment means that you will tend to spend a lot of time discussing the finer points of what it means when one of you does this and the other does that. You may go into past memories or present situations with a fine-tooth comb hoping to find the answer. In the end, it is all irrelevant. Who cares anyway - tomorrow neither of you will.
pisces;love;20200821;You may find today enlivening if you can find the right person to be with. Socially, this is a great opportunity, but your loved one may not be the best person to share this with. The configuration of the heavens creates an opportunity to discuss some meaty topics. If you love art galleries or exhibitions, then it is a great time to go and see some of the more noteworthy ones. Consider it fuel for the when next dinner party is possible - and - you may enjoy it.
sagittarius;love;20200821;You will perhaps find today a little dry for your taste. The celestial energy means that you have every chance of spending the day in deep conversation, rather than enjoying the finer and subtler qualities of feeling and the delicacies of love. The most you can hope for is to try and persuade your loved one to watch a romantic movie on the grounds that you can review it - second hand is better than nothing at all.
scorpio;love;20200821;You more than most may find today extremely stimulating - in a very cerebral sense that is. You and your nearest and dearest may spend many happy hours talking and talking under the energy of the planetary aspect that is forming. You can tease every last ounce of meaning out your favorite poems or philosophical essay, and slowly, very slowly reveal the meaning hidden behind a veil of allusions. This is a day you will remember.
taurus;love;20200821;The astral alignment will give you that rare opportunity to preach to all and sundry about all kinds of things. Whether or not this will have a positive impact on your love life is another matter. People do not usually enjoy being told how to behave, or why they should or shouldn't do various things. If you want to keep your relationship alive, better preach somewhere else.
virgo;love;20200821;Romance gets intellectual with today's aspect at play. There is obviously plenty to talk and think about. There seems to be a distinction between talking about light thought-provoking topics or talking about more earthy things. Meaning is important, so if you can both understand what you mean exactly, you will have had a good day. Don't expect a lot of action, as the brain cells want a look into the situation.
aquarius;love;20200822;The celestial configuration is going to put the cat amongst the pigeons, not least because the cat is fed up and is looking for a fight. This is a good day to approach anything a little contentious with caution, and not tease your loved one on purpose about any subject that is a sore point. There are consequences, and then there are consequences - you only want the good ones.
aries;love;20200822;If you want a particular romantic liaison to come to an end, then the day's planetary lineup means that you only have to comment on one tiny fault in your partner's behavior to trigger a major reaction. After this, you can tell them that they have an attitude problem and walk out. If you want to stay good friends, use the energy to highlight the positive.
cancer;love;20200822;"The day's planetary configuration is bringing you to the realization that you have only a limited number of ways you can deal with a certain situation. You can either fight your way out, or you can focus on the real reasons why the relationship or set of relationships seems to be at fault. Don't make a mountain out of a molehill; be realistic about what needs changing."
capricorn;love;20200822;You may enjoy the feeling of power you have today, but not other people's reactions to your superior commands. The planetary configuration that is forming indicates that there is an undercurrent of irritation around that may not be conducive to parties or gatherings, especially if the food is particularly hot or creamy - there could be a tendency for it to get thrown rather than eaten.
gemini;love;20200822;Even you, the most solid and dependable person in the zodiac, occasionally have your off days. Today's planetary configuration indicates that you have the chance to change something that has needed some attention. If this concerns your partner, then you have to be careful how you tread. The floor is slippery, and you don't want any accidents. How you say what you have to say is vital.
leo;love;20200822;This may not be a day you will particularly enjoy, although you might get a certain weird pleasure from being dramatic and acting like a martyr. The planetary configuration indicates that you have limited options. Everyone is slightly fraught, including your loved one. It may be best to adopt your best, sweetest and most soothing voice even if you have to speak through gritted teeth.
libra;love;20200822;This is the kind of day when it is easy to fly off the handle. The planetary aspect indicates that it is difficult to be patient concerning things that are bothering you, especially if they concern someone close to you. The other side of the coin indicates, however, that if you do need to say something difficult, you can summon hidden powers and resources today. You have a choice.
pisces;love;20200822;This is the kind of day where people are particularly difficult to please. No matter how far you go in smiling, dancing in front of them, cooking wonderful food, or standing on your head whilst serving dinner at the same time, they are still going to complain. Your loved one may also be extra critical. It may be best to be yourself, foibles and all, as others certainly aren't disguising their faults.
sagittarius;love;20200822;You may end up feeling a little threatened today by the rather irritable energy, which comes from the current planetary configuration. If you or your partner gets off on the wrong track, then you could retreat into that hard-baked shell. It may be a good idea to do some exercise or go for a jog before the day begin to get rid of excess tension.
scorpio;love;20200822;Don't make a big issue out of something that really is not such a big a deal. You can try and get to the bottom of the problem by using a little determination and good humor. Today's planetary configuration indicates that there is a chance your imagination will run away with you when dealing with partners, so just be aware of what you really are saying or doing.
taurus;love;20200822;Your capacity to be tactless is matched today only by other people's ability to be equally rude. The planetary configuration indicates that you have every opportunity to set the record straight with someone who needs talking to. If this concerns a permanent relationship, the sooner the better. If it's only a light flirtation, maybe it's time to take the record off altogether and play another tune.
virgo;love;20200822;It depends on how you are already feeling as to how you respond to the energy of the current planetary aspect. If your partner so much as puts a foot in the wrong step, they could be ostracized forever - or at least until tomorrow. You will need to watch out for hasty words and things spoken in jest, which may unfortunately be taken the wrong way. Don't jump to conclusions.
aquarius;love;20200823;You can use your love of the healing process, and your ability to find the diamond in the dirt within your own relationship. The planetary configuration that is occurring right now gives you the chance to do the job you secretly love - playing psychoanalyst. You can prod and delve into your loved one's gray matter and rejoice and marvel at what comes out. As long as it works, you'll enjoy the process.
aries;love;20200823;You can get some real hands-on experience today. This is the opportunity to talk through something with a close partner or friend. You may be working through a difficult subject, and as this will most likely be a very delicate and intimate conversation, you will learn a lot about your own reactions and theirs. The current celestial configuration will make sure that it is a thorough process.
cancer;love;20200823;Perhaps you would rather ignore the day's planetary lineup, which may be forcing you to look rather too closely at certain facts of yourself that you may not be quite ready or able to face up to. Your partner, though, is entirely willing that you should see these things, and will probably go to great lengths to point them out. See what needs truly seeing, and then discard the rest.
capricorn;love;20200823;The celestial configuration will bring you to a clearer understanding of why certain difficult and embarrassing incidents have been happening lately. You would be wise to use the power of conversation today to get the ball rolling. You and your partner can come to a wonderful arrangement if you can be prepared to give to each other, rather than taking. This will bring swift results.
gemini;love;20200823;Sometimes you find frank discussions quite disturbing. They intrude into the banality of everyday living, bringing with them a very distressing atmosphere. However, the current planetary aspect may make you realize that it just has to be done. It is not so bad, and your partner will probably be quite glad to talk about something they also wish to resolve. Allow healing into your relationship.
leo;love;20200823;The planetary configuration is bringing you to the point where you can no longer remain silent about a certain subject. You can no longer hide behind a mask of smiling pleasantries but need to be authentic. Say it like it really is - whatever it is. Then your smile will be a real smile as the difficulties melt away before your eyes, and you feel healed within and without.
libra;love;20200823;The day's planetary configuration can bring you to an interesting and thought-provoking turning point in your life. You need to use the cosmic energy to give yourself a second chance. If you felt the need to come to a place where you can make changes, this is your chance. It is no good beating around the bush, you would be better off getting to the heart of the matter.
pisces;love;20200823;Sometimes you shy away from the kind of discussion that you may have to hold today. The planetary aspect brings you to the point where no matter how gorgeously presented your dearest one is, you are going to have to bite the bullet and come out with it. Whatever it is, it is better bringing it out than holding it back and making your life almost unbearable in the process.
sagittarius;love;20200823;You do need to come out of your shell today and try and do something constructive about your situation. Hiding away won't make anything better. The current celestial configuration brings a golden opportunity to speak your mind if you can bear to be open and honest. Don't try and coerce your partner with feelings of guilt, or overpower them, as you both need to be able to speak from the heart.
scorpio;love;20200823;You can use the power of words today to make quite a difference to your romantic life. If you need to make any changes, then the energy of the day's planetary configuration will help you do this. Where you are coming from is an important issue, and you may be causing disappointment. If you can share with each other on an equal basis, this would be better.
taurus;love;20200823;Today's planetary alignment brings the opportunity to tell a few people some home truths. But don't do this unless you want to hear more about yourself as well. It would be better if you could just talk from the heart about what you really feel, not what you think you should be feeling. There is a big difference between the two and being conscious of this could improve your attitude.
virgo;love;20200823;It is talking that transforms your relationships today. The current planetary aspect indicates that you have options you can profitably play with. The only catch is that you have to know your own motives. If you want to hang onto the power in the partnership, then you can manipulate with words. If you are willing to change, you can heal with words also. The choice is yours.
aquarius;love;20200824;The day's celestial configuration brings with it a great chance to really get working on transforming the beliefs that both you and your partner are holding about your current relationship. There are certain things that you could both change, and certain areas where you are blind to aspects of your own behavior. You will both profit by adopting a more open set of beliefs. Your world will expand.
aries;love;20200824;You can use the kind of atmosphere that prevails today to encourage your partner to take a deeper walk with you into the mystical world of cause and effect. Here you can discuss the meaning of all kinds of issues. But the celestial energy suggests that if you can understand how you make your own happiness and sadness from within, you can open the door for some major transformations to occur.
cancer;love;20200824;You may feel as though everyone has turned a little odd today. The celestial configuration is bringing people together with the urge to participate in rituals and ceremonies of all kinds, especially the ones that legally bind you for eternity. If your loved one suggests such an idea, you will probably run, as forever is a long time. Get your priorities organized before you ride into the sunset.
capricorn;love;20200824;You will do yourself a big favor today if you can just learn for once in your life to take some advice. You are usually so good and so willing to hand it out, but perhaps not always quite so pleased when someone else dares to suggest to you. The celestial energy brings you the chance to eat humble pie. Go on - you might even enjoy the taste.
gemini;love;20200824;You can use today's planetary configuration to bring about changes in certain aspects of your romantic life that need a little philosophical musing, rather than psychological probing. The answer, it seems, lies in getting the right guidance. You may also find that you are witnessing some unusual synchronicities. Allow the answers to unfold from within, and pay attention to your dreams tonight, as they may have important things to say.
leo;love;20200824;Although you generally understand that all life is one, you may feel that the planetary energy is somehow encouraging you to take this much further. While your latest sweetheart may wish for nothing more than to take a walk with you somewhere peaceful and tranquil, you prefer today to sit in on the latest metaphysical discussion about soul mates and the mystical aspects of true love.
libra;love;20200824;The current celestial configuration makes the difference between a day when things merely tick along, and a day when time flies by because good things are happening. There is a great need to get certain issues understood and accepted. Specific issues need to be chewed over - but in such a way that the things that surface really help you move forward with a positive philosophy.
pisces;love;20200824;The opportunity to really understand the reason for a lot of unsettling behavior comes your way today. The planetary energy allows you to talk with certain individuals who can help you to move your relationship to a new and deeper level. It may be that you decide to share a new activity with your partner. You could perhaps take up yoga or meditate together to increase your ability to truly relate.
sagittarius;love;20200824;Today's planetary configuration brings a lot of good ideas into the sphere of your relationship. You may have some wonderful plans to reform it, and yourselves. You would, however, prefer to see it transformed according to your personal expectations, with an outcome that matches your very specific agenda. To get the best, you need to the relationship to flow naturally. If you hang onto anything, you'll lose it.
scorpio;love;20200824;You love to chat about everything under the sun, but the planetary aspect at play makes some of the talk a little like a sermon delivered by a very high-powered preacher. Whether it's you initiating the conversation, or another, you both need to stop forcing one particular outcome. Move with the moment, and just let the discussion flow. This will produce a truly satisfactory result.
taurus;love;20200824;If you want to take your loved one away somewhere wonderful, then the day's planetary alignment makes for a journey that will be very memorable. It will not be so much a romantic outing, but more of an initiation into some kind of mystical secret. There is much under Heaven and Earth that we understand little about - today you will have the chance to find out more.
virgo;love;20200824;This is a day when all those workshops on healing and transformation in relationships come to your rescue. The day's planetary alignment brings with it that urge for change, which has an almost preacher-like zeal about it. You are determined that the dear one in your life will glow like an angel and be absolutely spiritual and perfect. Don't forget to polish your own halo, as well.
aquarius;love;20200825;A sunny atmosphere will pervade the air today, especially given the current planetary configuration. There is a feeling of optimism all around. You and your loved one could take advantage of this to just enjoy being together, and also to enjoy the presence of treasured friends, if possible. It's a great time to plan a future party to celebrate the good things in life and the wonderful company around you.
aries;love;20200825;The atmosphere today is surprisingly buoyant after a fairly heavy spell. If you are looking for love and romance, then it is not a good time to stay indoors. Romance can be found in the kind of places where the spirit of laughter and friendliness is celebrated. Whether this means a trip to a local meeting place, if possible, or perhaps an outing somewhere in the country - you will enjoy this time immensely.
cancer;love;20200825;You will enjoy today, as the current planetary configuration brings that optimistic feeling and love of the human race with it. People may be a little full of themselves and will certainly not be backward about coming forward. It may be a good idea not to expect a peaceful time, but rather a very active and energetic time. If it’s possible to go somewhere sporty with your partner, you will really enjoy the day.
capricorn;love;20200825;Today could be fairly action-packed, and full of the things you enjoy doing. The planetary configuration that is forming gives a carnival atmosphere to the day. Before you and your partner set out to conquer the world, you may need to check that you have not forgotten to include anyone. You may both be full of yourselves and a little too over-excited. Give others a chance to enjoy themselves, too.
gemini;love;20200825;The energy in the air today emanating from the planetary configuration should put a smile on your face. If you have the chance, it will be good to take your partner out somewhere you can relax together, and where the atmosphere will restore the spirit of laughter between you. It is time to forget the cares of life for a while and have some fun together.
leo;love;20200825;The atmosphere is one of joy and bonhomie today, thanks to the planetary configuration. It would be a good plan to spend the day out with your loved one, or enjoying yourself with other friends, if possible. The atmosphere is just too good to be alone. The music and wine may flow, but you'll find a way to cope.
libra;love;20200825;The planetary aspect that is forming may encourage you to be you more extravagant than you can actually afford. There is only so much in your pocket, and you may feel so trusting in the bountifulness of the universe to bring all you need that you want to take the special person in your life out for a really good meal. Just be sure you really do have the funds.
pisces;love;20200825;The current planetary configuration brings the chance to enjoy life a little. It is not a day that you and your partner will want to spend alone. You may feel like getting out and generally enjoying yourselves in the company of others with whom you feel a close bond, if possible. This will be a day for sunshine and laughter, for perhaps sharing a meal and just enjoying a sense of togetherness.
sagittarius;love;20200825;"There is the possibility of a lot of warmth and good feeling around today. You could experience joy and exuberance in your close relationships. It is also a great time for small parties and any kind of travel, if possible. Don't try to use all your energy at once and get exhausted. It would benefit both of you to try and pace the day; otherwise, you'll be tired before it has begun."
scorpio;love;20200825;With today's planetary configuration, you feel very full of the magic of life. You can do a lot to improve your romantic life, but it needs to be based on reality, and not on idle promises. You have the possibility of having a good day, but if you say that you are going to take your dearest to Paris for lunch, then mean it - otherwise there could be problems.
taurus;love;20200825;You will enjoy the energy of today, especially if you are single and looking out for someone to share your optimistic outlook on life. Download an app where you can meet those who enjoy the same kind of sporting activities that you do. Or perhaps join an online philosophical discussion group. The cosmic atmosphere is great, so just have fun and be yourself, and the right person will come along.
virgo;love;20200825;Some days we are willing to put our own interests aside in order to help out or give another a break. With today's planetary aspect, it may be difficult for both of you to lay anything aside, as you are each determined to have a slice of the action. This could result in the two of you not getting anywhere. Ego issues may spoil a pleasant day.
aquarius;love;20200826;There is a slightly chilly atmosphere in the air today with regard to relationships in general. People seem to be very caught up in their own selves and have little time for others. The day's planetary configuration is making it difficult to get through. Try asking your loved one if they would like to go out for a meal, if possible, so that you have time for some real conversation.
aries;love;20200826;There is a brooding atmosphere around today, probably brought on by the energy from the current celestial configuration. You can join in with this mood and sit out the day determined to become as gloomy and miserable as possible. Or you can do something positive and make arrangements to take out your closest friend for a meal and some heart-to-heart talk. This would be infinitely better.
cancer;love;20200826;You may cope with the day's planetary configuration better than most people. You have a naturally detached attitude toward relationships that gives you an insight into what is actually going on. You don't need to spend time in reflection, as this occurs naturally for you. Still, it may not be a particularly cheerful time. It would be better to go and spend time alone while you have the chance.
capricorn;love;20200826;The planetary configuration today brings a more serious outlook on your relationships and on your ability to express yourself. You may feel unusually insecure about your appearance and about your feelings for someone. It is best, though, not to hide away, but to talk about how you feel. Find out how your loved one really sees you. The reality will probably cheer you up no end.
gemini;love;20200826;You may feel very isolated today concerning your personal relationships. The planetary aspect is helping you to understand your ability to relate to others. You may be feeling very critical of what you see as certain flaws, even though you may have a part to play in this. Perhaps it would be better to spend the day in quiet reflection, so that you can see it from a different perspective.
leo;love;20200826;The day's planetary configuration may bring you down to Earth with quite a bump in regard to a close association or relationship. You may have been placing your loved one on a pedestal and worshiping them. You may suddenly be faced with the fact that they are entirely human and have feet of clay. Although this may come as something of a shock, it is better to have a realistic perspective.
libra;love;20200826;There is a need to reach out today to your partner. The planetary aspect indicates that you may not feel like doing so but making the effort will really help you both to understand each other a little better. No matter what the reason for the estrangement, being open, rather than closed off, will be the better response, even though this is often the more difficult road to follow.
pisces;love;20200826;"The day's celestial configuration may be a little disturbing for you, as it may seem that no one wants to play. Everyone is caught up in their own personal dramas of woe and worry. As you thrive on the openness and flow in relationships, you may find this hard to deal with. Don't take it personally, as the mood will pass; set an example and keep smiling yourself."
sagittarius;love;20200826;There is an awkward feeling in the air today concerning close relationships. You want to shut off and stay alone to brood and think things through. The planetary aspect may be bringing out certain flaws in your partnership, but you don't have to accept this. There is much you can do to change how you feel. All it takes is a little courage to talk from your heart.
scorpio;love;20200826;Talking may seem a little more difficult today, especially where your closest relationships are concerned. The planetary configuration that is forming in the heavens brings a sense of estrangement. This may be because you have had too much work or other responsibilities and commitments that have meant sharing less time together. Although there may be some hurt feelings, take the time to be with them and tell them how you feel.
taurus;love;20200826;The day's planetary configuration may make you feel a little downhearted. If you have become estranged from your partner for a particular reason, then it may be a good idea to overcome any initial fears and start the process of trying to understand what has gone wrong. Although this may seem like adding more fuel to the fire, it will help shift any obstacles, and should clear the air.
virgo;love;20200826;This is a day when you may feel somewhat cut off and isolated from your partner. The planetary lineup brings out the idea that you are unlovable on some level. It may not last long, but it does nevertheless highlight an attitude problem that you may have. You may want to hide, but it would be better if you could just talk about how you feel. This will bridge the gap.
aquarius;love;20200827;The day's planetary configuration indicates that you may experience a strong intuitive feeling about someone you know. The realization may come that you are bonded to this person in a particularly close way, and that you know them at a very deep level. This may affect your attitude, which, if previously distant, may now become much closer. You will feel a warmth that you never noticed before.
